Country Name,2018 [YR2018],2019 [YR2019]
Kosovo,1.05379773654991,2.67599202639893
Mali,0.299546507387934,-1.65826694846365
Tonga,5.03209691984874,1.17954334821808
Ukraine,10.9518559353178,7.88671745611133
